reviewText,encoded_topic
"I ordered a pair of  Crocs Men's Yukon Sport Clog. To my surprise, when i received my package, i received a totally different pair, for woman (Crocs Womens Patricia II Sandal), nothing to do with the one I ordered and the one I was charged for. I was REALLY DISSAPOINTED to receive the package with the wrong pair. Now i will have to deal with the return of the package.In addition, I left some feedback on the Leave Package/Delivery Feedback section and its been more than 24hours since then and I have not even received a follow up note, thats why I am placing a review as well.Once again, really disappointed with the service received.",0
The heart is a piece of flimsy plastic with no back. We are not impressed. I felt duped when we opened it and felt that surely there had been a mistake.,1
" the product descript say `` 100 % cotton '' the tag say otherwis : 7 % polyester.and call `` heather '' ?it 's fairli plain gray .it 's close christma send back , otherwis i would .",1
" i receiv today i plan return .it pocket insid photo descript say .if n't $ 50 i 'd keep anyway , seem like decent bag , kind money i 'd like get i expect get .",1
"These suspenders seemed well-made and certainly long enough, but they are not ""clip-on"", as the product description says.  They actually loop under a belt.  But if you are purchasing this product to wear in lieu of a belt then you are out of luck",1
"plastic and fake looking, way pointier than i expected.",0
It is flimsy cheap plastic and is not solid.  There should be a description of the item on Amazon so people know what they are getting.  The clock doesn't work and the heart isn't solid.,1
The inside of the cups had little spots of white sticky substance on them that were impossible to remove.  I always rinse underwear before wearing and spots went unnoticed until I tried to wear the bra.  They are irritating making the bras unwearable.  Also they were a littleI was not satisfiied with the bras.  I have always worn a 36DD in this brand and style and these were a little tiight around.  Also each cup had small spots of an unknown sticky substance stuck to the inside side of the cups.  These spots were irritating making the bras unwearable.  I always rinse out my new bras before wearing the these spots went unnoticed before wearing.,1
Somewhat large and had to return,1
It was awful. the seam down the middle of the wig made it look extremely fake and the color was very off.,0
Freaking terrible. Pictures are SUPER DECEPTIVE!!! Ruined my costume. Now i have to find a wig last minute.  Definitely filing an Amazon A - Z claim!I'm almost certain that 99% of these positive reviews are fake. No one is that enthusiastic about a wig plus all of the images basically say perfect for costume. Weird....that they all basically say the same thing...as if it was created by a single person....,0
"Not what  was expected, was more like dollar store or cheap Halloween store set. Not for people trying to go a out to look good. Too shiny and fake looking, hair fell out everywhere, and everything moved and wound stay still.",0
"Got these as a gift. They are very good fakes. They are too light weight and flimsy to be real however, sitting next to my real ones you cannot tell. I thought they would be real after reading the reviews but upon recieving them I noticed they were made in China (real RB are made in Italy) on the inside of the frame. Oh well, these are a good backup to my real ones! Just be careful eye glass places that carry RB won't fix anything on the (tilt, frame, etc) because they are fakes. Also, fakes should NEVER be 80$.",0
"If I could give it zero stars I would.  Not only was it HUGE.  The body would fit my three year old....but the legs would fit my 9 year old.  Plus we ordered a SUPERMAN costume.  This showed up without a cape and was a ""Super Hero"" suit.  The belt was made from felt and the the details were painted on with bad paint that peeled off, and were not even straight lines.  Bad form Amazon for letting this one slip by.",1
